ID_Alumno,Modalidad,Calificacion,Rendimiento,Aprendizaje
61,Presencial,75.5,Medio,Regular
62,Presencial,85.5,Medio,Bueno
63,Presencial,65.5,Bajo,Pobre
64,Presencial,75.5,Medio,Bueno
65,Presencial,85.5,Bajo,Bueno
66,Presencial,55.5,Bajo,Bajo
67,Presencial,65.5,Bajo,Regular
68,Presencial,75.5,Medio,Bueno
69,Presencial,75.5,Medio,Regular
70,Presencial,65.5,Bajo,Regular
71,Presencial,95.5,Alto,Bueno
72,Presencial,65.5,Bajo,Pobre
73,Presencial,75.5,Medio,Regular
74,Presencial,65.5,Bajo,Regular
75,Presencial,65.5,Bajo,Bueno
76,Presencial,75.5,Medio,Regular
77,Presencial,65.5,Bajo,Bueno
78,Presencial,65.5,Bajo,Regular
79,Presencial,75.5,Medio,Regular
80,Presencial,55.5,Bajo,Pobre
81,Presencial,75.5,Medio,Regular
82,Presencial,75.5,Medio,Bueno
83,Presencial,45.5,Bajo,Regular
84,Presencial,75.5,Medio,Bueno
85,Presencial,85.5,Medio,Regular
86,Presencial,55.5,Bajo,Regular
87,Presencial,75.5,Medio,Regular
88,Presencial,55.5,Bajo,Regular
89,Presencial,75.5,Medio,Bueno
90,Presencial,55.5,Bajo,Regular
91,Presencial,65.5,Bajo,Bueno
92,Presencial,55.5,Bajo,Regular
93,Presencial,75.5,Medio,Bueno
94,Presencial,75.5,Medio,Regular
95,Presencial,45.5,Bajo,Regular
96,Presencial,85.5,Medio,Regular
97,Presencial,85.5,Medio,Pobre
98,Presencial,35.5,Bajo,Regular
99,Presencial,75.5,Medio,Regular
100,Presencial,75.5,Medio,Bueno
101,Presencial,95.5,Alto,Pobre
102,Presencial,95.5,Alto,Bueno
103,Presencial,55.5,Bajo,Regular
104,Presencial,75.5,Medio,Bueno
105,Presencial,55.5,Bajo,Pobre
106,Presencial,85.5,Medio,Pobre
107,Presencial,75.5,Medio,Regular
108,Presencial,65.5,Bajo,Regular
109,Presencial,85.5,Medio,Pobre
110,Presencial,95.5,Alto,Pobre
111,Presencial,65.5,Bajo,Regular
112,Presencial,45.5,Bajo,Regular
113,Presencial,85.5,Medio,Pobre
114,Presencial,95.5,Alto,Pobre
115,Presencial,75.5,Medio,Regular
116,Presencial,65.5,Bajo,Regular
117,Presencial,75.5,Medio,Regular
118,Presencial,85.5,Medio,Regular
119,Presencial,75.5,Medio,Bueno
120,Presencial,75.5,Medio,Pobre
121,Presencial,85.5,Medio,Pobre
122,Presencial,85.5,Medio,Regular
123,Presencial,85.5,Medio,Regular
124,Presencial,85.5,Medio,Bueno
125,Presencial,95.5,Alto,Regular
126,Presencial,95.5,Alto,Pobre
127,Presencial,95.5,Alto,Regular
128,Presencial,65.5,Bajo,Regular
129,Presencial,75.5,Medio,Bueno
130,Presencial,95.5,Alto,Bueno
131,Presencial,85.5,Medio,Pobre
132,Presencial,95.5,Alto,Pobre
133,Presencial,85.5,Medio,Pobre
134,Presencial,85.5,Medio,Pobre
135,Presencial,85.5,Medio,Regular
136,Presencial,85.5,Medio,Regular
137,Presencial,95.5,Alto,Bueno
138,Presencial,85.5,Medio,Regular
139,Presencial,75.5,Medio,Bueno
140,Presencial,95.5,Alto,Regular
141,Presencial,65.5,Bajo,Regular
142,Presencial,95.5,Alto,Pobre
143,Presencial,85.5,Medio,Regular
144,Presencial,85.5,Medio,Pobre
145,Presencial,85.5,Medio,Bueno
146,Presencial,85.5,Medio,Regular
147,Presencial,55.5,Bajo,Regular
148,Presencial,75.5,Medio,Regular
149,Presencial,85.5,Medio,Regular
150,Presencial,85.5,Medio,Pobre
151,Presencial,85.5,Medio,Pobre
152,Presencial,85.5,Medio,Regular
153,Presencial,35.5,Bajo,Pobre
154,Presencial,95.5,Alto,Pobre
155,Presencial,95.5,Alto,Pobre
156,Presencial,85.5,Medio,Bueno
157,Presencial,95.5,Alto,Regular
158,Presencial,85.5,Medio,Pobre
159,Presencial,95.5,Alto,Pobre
160,Presencial,75.5,Medio,Pobre
161,Presencial,85.5,Medio,Bueno
162,Presencial,95.5,Alto,Regular
163,Presencial,95.5,Alto,Regular
164,Presencial,85.5,Medio,Regular
165,Presencial,75.5,Medio,Regular
166,Presencial,85.5,Medio,Regular
167,Presencial,85.5,Medio,Regular
168,Presencial,95.5,Alto,Regular
169,Presencial,85.5,Medio,Regular
170,Presencial,85.5,Medio,Pobre
171,Presencial,85.5,Medio,Regular
172,Presencial,95.5,Alto,Pobre
173,Presencial,75.5,Medio,Regular
174,Presencial,85.5,Medio,Pobre
175,Presencial,75.5,Medio,Regular
176,Presencial,95.5,Alto,Bueno
177,Presencial,65.5,Bajo,Bueno
178,Presencial,95.5,Alto,Regular
179,Presencial,75.5,Medio,Regular
180,Presencial,95.5,Alto,Regular
181,Presencial,75.5,Medio,Regular
182,Presencial,75.5,Medio,Regular
183,Presencial,85.5,Medio,Pobre
184,Presencial,75.5,Medio,Regular
185,Presencial,85.5,Medio,Pobre
186,Presencial,75.5,Medio,Bueno
187,Presencial,95.5,Alto,Pobre
188,Presencial,65.5,Bajo,Regular
189,Presencial,85.5,Medio,Regular
190,Presencial,75.5,Medio,Pobre
191,Presencial,95.5,Alto,Regular
192,Presencial,95.5,Alto,Pobre
193,Presencial,95.5,Alto,Regular
194,Presencial,75.5,Medio,Regular
195,Presencial,95.5,Alto,Pobre
196,Presencial,75.5,Medio,Regular
197,Presencial,95.5,Alto,Bueno
198,Presencial,75.5,Medio,Regular
199,Presencial,85.5,Medio,Regular
200,Presencial,85.5,Medio,Regular
201,Presencial,85.5,Medio,Regular
202,Presencial,65.5,Bajo,Pobre
203,Presencial,75.5,Medio,Regular
204,Presencial,95.5,Alto,Bueno
205,Presencial,85.5,Medio,Regular
206,Presencial,95.5,Alto,Bueno
207,Presencial,75.5,Medio,Bueno
208,Presencial,75.5,Medio,Pobre
209,Presencial,85.5,Medio,Pobre
210,Presencial,75.5,Medio,Regular
211,Presencial,95.5,Alto,Regular
212,Presencial,75.5,Medio,Pobre
213,Presencial,95.5,Alto,Pobre
214,Presencial,95.5,Alto,Regular
215,Presencial,95.5,Alto,Regular
216,Presencial,95.5,Alto,Pobre
217,Presencial,85.5,Medio,Regular
218,Presencial,95.5,Alto,Pobre
219,Presencial,85.5,Medio,Pobre
220,Presencial,95.5,Alto,Regular
221,Presencial,95.5,Alto,Regular
222,Presencial,95.5,Alto,Pobre
223,Presencial,95.5,Alto,Bueno
224,Presencial,65.5,Bajo,Regular
225,Presencial,75.5,Medio,Regular
226,Presencial,85.5,Medio,Pobre
227,Presencial,85.5,Medio,Pobre
228,Presencial,85.5,Medio,Regular
229,Presencial,85.5,Medio,Regular
230,Presencial,85.5,Medio,Regular
231,Presencial,95.5,Alto,Pobre
232,Presencial,85.5,Medio,Regular
233,Presencial,75.5,Medio,Pobre
234,Presencial,75.5,Medio,Bueno
235,Presencial,75.5,Medio,Regular
236,Presencial,95.5,Alto,Regular
237,Presencial,95.5,Alto,Pobre
238,Presencial,75.5,Medio,Pobre
239,Presencial,85.5,Medio,Pobre
240,Presencial,85.5,Medio,Bueno
241,Presencial,85.5,Medio,Pobre
242,Presencial,85.5,Medio,Bueno
243,Presencial,95.5,Alto,Regular
244,Presencial,75.5,Medio,Pobre
245,Presencial,75.5,Medio,Regular
246,Presencial,85.5,Medio,Regular
247,Presencial,85.5,Medio,Regular
248,Presencial,75.5,Medio,Pobre
249,Presencial,75.5,Medio,Regular
250,Presencial,75.5,Medio,Regular
251,Presencial,75.5,Medio,Regular
252,Presencial,95.5,Alto,Pobre
253,Presencial,65.5,Bajo,Regular
254,Presencial,85.5,Medio,Regular
255,Presencial,85.5,Medio,Regular
256,Presencial,85.5,Medio,Regular
257,Presencial,75.5,Medio,Pobre
258,Presencial,85.5,Medio,Pobre
259,Presencial,85.5,Medio,Pobre
260,Presencial,85.5,Medio,Bueno
261,Presencial,75.5,Medio,Pobre
262,Presencial,85.5,Medio,Regular
263,Presencial,75.5,Medio,Regular
264,Presencial,85.5,Medio,Regular
265,Presencial,55.5,Bajo,Bueno
266,Presencial,75.5,Medio,Pobre
267,Presencial,85.5,Medio,Bueno
268,Presencial,95.5,Alto,Regular
269,Presencial,95.5,Alto,Pobre
270,Presencial,65.5,Bajo,Regular
271,Presencial,75.5,Medio,Bueno
272,Presencial,75.5,Medio,Regular
273,Presencial,85.5,Medio,Bueno
274,Presencial,95.5,Alto,Regular
275,Presencial,75.5,Medio,Regular
276,Presencial,85.5,Medio,Bueno
277,Presencial,95.5,Alto,Bueno
278,Presencial,65.5,Bajo,Pobre
279,Presencial,85.5,Medio,Bueno
280,Presencial,65.5,Bajo,Regular
281,Presencial,85.5,Medio,Regular
282,Presencial,75.5,Medio,Pobre
283,Presencial,95.5,Alto,Regular
284,Presencial,65.5,Bajo,Bueno
285,Presencial,85.5,Medio,Regular
286,Presencial,75.5,Medio,Pobre
287,Presencial,85.5,Medio,Regular
288,Presencial,65.5,Bajo,Regular
289,Presencial,75.5,Medio,Regular
290,Presencial,75.5,Medio,Pobre
291,Presencial,65.5,Bajo,Regular
292,Presencial,95.5,Alto,Pobre
293,Presencial,75.5,Medio,Bueno
294,Presencial,75.5,Medio,Regular
295,Presencial,95.5,Alto,Bueno
296,Presencial,35.5,Bajo,Pobre
297,Presencial,85.5,Medio,Pobre
298,Presencial,85.5,Medio,Regular
299,Presencial,75.5,Medio,Pobre
300,Presencial,75.5,Medio,Pobre
301,Presencial,85.5,Medio,Pobre
302,Presencial,85.5,Medio,Regular
303,Presencial,85.5,Medio,Regular
304,Presencial,45.5,Bajo,Pobre
305,Presencial,75.5,Medio,Pobre
306,Presencial,85.5,Medio,Regular
307,Presencial,65.5,Bajo,Regular
308,Presencial,95.5,Alto,Regular
309,Presencial,85.5,Medio,Regular
310,Presencial,75.5,Medio,Bueno
311,Presencial,85.5,Medio,Pobre
312,Presencial,75.5,Medio,Bueno
313,Presencial,85.5,Medio,Bueno
314,Presencial,85.5,Medio,Pobre
315,Presencial,95.5,Alto,Regular
316,Presencial,65.5,Bajo,Regular
317,Presencial,75.5,Medio,Regular
318,Presencial,85.5,Medio,Bueno
319,Presencial,75.5,Medio,Bueno
320,Presencial,85.5,Medio,Pobre
321,Presencial,65.5,Bajo,Regular
322,Presencial,75.5,Medio,Pobre
323,Presencial,85.5,Medio,Pobre
324,Presencial,85.5,Medio,Regular
325,Presencial,75.5,Medio,Bueno
326,Presencial,65.5,Bajo,Pobre
327,Presencial,35.5,Bajo,Pobre
328,Presencial,75.5,Medio,Regular
329,Presencial,85.5,Medio,Pobre
330,Presencial,95.5,Alto,Regular
331,Presencial,85.5,Medio,Bueno
332,Presencial,75.5,Medio,Regular
333,Presencial,75.5,Medio,Pobre
334,Presencial,85.5,Medio,Pobre
335,Presencial,85.5,Medio,Regular
336,Presencial,85.5,Medio,Regular
337,Presencial,75.5,Medio,Regular
338,Presencial,85.5,Medio,Regular
339,Presencial,85.5,Medio,Pobre
340,Presencial,85.5,Medio,Regular
341,Presencial,85.5,Medio,Pobre
342,Presencial,95.5,Alto,Regular
343,Presencial,85.5,Medio,Regular
344,Presencial,85.5,Medio,Regular
345,Presencial,75.5,Medio,Bueno
346,Presencial,85.5,Medio,Regular
347,Presencial,95.5,Alto,Bueno
348,Presencial,75.5,Medio,Regular
349,Presencial,55.5,Bajo,Pobre
350,Presencial,85.5,Medio,Bueno
351,Presencial,65.5,Bajo,Regular
352,Presencial,85.5,Medio,Regular
353,Presencial,75.5,Medio,Regular
354,Presencial,85.5,Medio,Regular
355,Presencial,75.5,Medio,Bueno
356,Presencial,85.5,Medio,Pobre
357,Presencial,75.5,Medio,Pobre
358,Presencial,85.5,Medio,Pobre
359,Presencial,75.5,Medio,Pobre
360,Presencial,85.5,Medio,Pobre
361,Presencial,75.5,Medio,Bueno
362,Presencial,65.5,Bajo,Regular
363,Presencial,85.5,Medio,Regular
364,Presencial,75.5,Medio,Pobre
365,Presencial,45.5,Bajo,Regular
366,Presencial,75.5,Medio,Regular
367,Presencial,85.5,Medio,Regular
368,Presencial,95.5,Alto,Pobre
369,Presencial,85.5,Medio,Regular
370,Presencial,75.5,Medio,Regular
371,Presencial,85.5,Medio,Regular
372,Presencial,85.5,Medio,Regular
373,Presencial,95.5,Alto,Pobre
374,Presencial,85.5,Medio,Bueno
375,Presencial,85.5,Medio,Regular
376,Presencial,85.5,Medio,Pobre
377,Presencial,85.5,Medio,Pobre
378,Presencial,85.5,Medio,Pobre
379,Presencial,65.5,Bajo,Pobre
380,Presencial,85.5,Medio,Regular
381,Presencial,75.5,Medio,Pobre
382,Presencial,85.5,medio,Regular
383,Presencial,55.5,Bajo,Pobre
384,Presencial,85.5,medio,Regular
385,Presencial,95.5,Alto,Pobre
386,Presencial,75.5,Medio,Pobre
387,Presencial,95.5,Alto,Bueno
388,Presencial,65.5,Bajo,Pobre
389,Presencial,65.5,Medio,Pobre
390,Presencial,95.5,Alto,Pobre
391,Presencial,95.5,Medio,Regular
392,Presencial,95.5,Alto,Regular
393,Presencial,65.5,Medio,Regular
394,Presencial,65.5,Bajo,Regular
395,Presencial,55.5,Medio,Regular
396,Presencial,75.5,Medio,Regular
397,Presencial,85.5,Medio,Pobre
398,Presencial,75.5,Medio,Regular
399,Presencial,85.5,Medio,Regular
400,Presencial,95.5,Alto,Regular
401,Presencial,65.5,Bajo,Regular
402,Presencial,95.5,Alto,Bueno
403,Presencial,45.5,Bajo,Regular
404,Presencial,65.5,Bajo,Regular
405,Presencial,75.5,Medio,Regular
406,Presencial,85.5,Medio,Regular
407,Presencial,65.5,Bajo,Pobre
408,Presencial,75.5,Medio,Regular
409,Presencial,95.5,Alto,Regular
410,Presencial,85.5,Medio,Regular
411,Presencial,65.5,Bajo,Regular
412,Presencial,85.5,Medio,Regular
413,Presencial,75.5,Medio,Regular
414,Presencial,75.5,Medio,Bueno
415,Presencial,55.5,Bajo,Pobre
416,Presencial,85.5,Medio,Bueno
417,Presencial,65.5,Bajo,Regular
418,Presencial,65.5,Bajo,Regular
419,Presencial,55.5,Bajo,Pobre
420,Presencial,85.5,Medio,Bueno
421,Presencial,75.5,Medio,Regular
422,Presencial,95.5,Alto,Regular
423,Presencial,45.5,Bajo,Pobre
424,Presencial,85.5,Medio,Pobre
425,Presencial,95.5,Alto,Bueno
426,Presencial,65.5,Bajo,Pobre
427,Presencial,75.5,Medio,Pobre
428,Presencial,85.5,Medio,Bueno
429,Presencial,45.5,Bajo,Pobre
430,Presencial,85.5,Medio,Regular
431,Presencial,95.5,Alto,Pobre
432,Presencial,85.5,Medio,Pobre
433,Presencial,85.5,Medio,Regular
434,Presencial,85.5,Medio,Regular
435,Presencial,65.5,Bajo,Regular
436,Presencial,85.5,Medio,Pobre
437,Presencial,75.5,Medio,Bueno
438,Presencial,75.5,Medio,Pobre
439,Presencial,85.5,Medio,Regular
440,Presencial,95.5,Alto,Regular
441,Presencial,85.5,Medio,Regular
442,Presencial,75.5,Medio,Regular
443,Presencial,55.5,Bajo,Bueno
444,Presencial,75.5,Medio,Pobre
445,Presencial,95.5,Alto,Pobre
446,Presencial,85.5,Medio,Bueno
447,Presencial,55.5,Bajo,Regular
448,Presencial,65.5,Bajo,Bueno
449,Presencial,85.5,Medio,Regular
450,Presencial,75.5,Medio,Pobre
451,Presencial,85.5,Medio,Regular
452,Presencial,85.5,Medio,Regular
453,Presencial,85.5,Medio,Regular
454,Presencial,75.5,Medio,Bueno
455,Presencial,75.5,Medio,Pobre
456,Presencial,75.5,Medio,Regular
457,Presencial,75.5,Medio,Bueno
458,Presencial,65.5,Bajo,Regular
459,Presencial,75.5,Medio,Regular
460,Presencial,85.5,Medio,Regular
461,Presencial,55.5,Bajo,Regular
462,Presencial,95.5,Alto,Bueno
463,Presencial,75.5,Medio,Pobre
464,Presencial,95.5,Alto,Bueno
465,Presencial,85.5,Medio,Bueno
466,Presencial,65.5,Bajo,Regular
467,Presencial,75.5,Medio,Regular
468,Presencial,95.5,Alto,Bueno
469,Presencial,85.5,Medio,Regular
470,Presencial,85.5,Medio,Regular
471,Presencial,95.5,Alto,Bueno
472,Presencial,85.5,Medio,Regular
473,Presencial,55.5,Bajo,Regular
474,Presencial,65.5,Bajo,Regular
475,Presencial,65.5,Bajo,Regular
476,Presencial,75.5,Medio,Regular
477,Presencial,85.5,Medio,Regular
478,Presencial,55.5,Bajo,Regular
479,Presencial,65.5,Bajo,Pobre
480,Presencial,85.5,Medio,Bueno
481,Presencial,55.5,Bajo,Pobre
482,Presencial,65.5,Bajo,Regular
483,Presencial,45.5,Bajo,Regular
484,Presencial,95.5,Alto,Regular
485,Presencial,75.5,Medio,Bueno
486,Presencial,45.5,Bajo,Bueno
487,Presencial,95.5,Alto,Pobre
488,Presencial,75.5,Medio,Regular
489,Presencial,45.5,Bajo,Regular
490,Presencial,75.5,Medio,Bueno
491,Presencial,55.5,Bajo,Bueno
492,Presencial,65.5,Bajo,Regular
493,Presencial,75.5,Medio,Bueno
494,Presencial,55.5,Bajo,Regular
495,Presencial,75.5,Medio,Bueno
496,Presencial,65.5,Bajo,Bueno
497,Presencial,75.5,Medio,Bueno
498,Presencial,45.5,Bajo,Regular
499,Presencial,65.5,Bajo,Regular
500,Presencial,85.5,Medio,Regular
501,Presencial,85.5,Medio,Regular
502,Presencial,85.5,Medio,Bueno
503,Presencial,65.5,Bajo,Bueno
504,Presencial,75.5,Medio,Bueno
505,Presencial,75.5,Medio,Bueno
506,Presencial,55.5,Bajo,Bueno
507,Presencial,65.5,Bajo,Bueno
508,Presencial,45.5,Bajo,Bueno
509,Presencial,65.5,Bajo,Bueno
510,Presencial,75.5,Medio,Bueno
511,Presencial,65.5,Bajo,Regular
512,Presencial,85.5,Medio,Regular
513,Presencial,75.5,Medio,Regular
514,Presencial,65.5,Bajo,Bueno
515,Presencial,85.5,Medio,Regular
516,Presencial,65.5,Bajo,Regular
517,Presencial,95.5,Alto,Bueno
518,Presencial,75.5,Medio,Bueno
519,Presencial,75.5,Medio,Bueno
520,Presencial,85.5,Medio,Pobre
521,Presencial,75.5,Medio,Pobre
522,Presencial,85.5,Medio,Regular
523,Presencial,75.5,Medio,Bueno
524,Presencial,65.5,Bajo,Pobre
525,Presencial,85.5,Medio,Regular
526,Presencial,75.5,Medio,Pobre
527,Presencial,75.5,Medio,Pobre
528,Presencial,85.5,Medio,Regular
529,Presencial,75.5,Medio,Regular
530,Presencial,75.5,Medio,Regular
531,Presencial,75.5,Medio,Regular
532,Presencial,85.5,Medio,Bueno
533,Presencial,55.5,Bajo,Bueno
534,Presencial,85.5,Medio,Bueno
535,Presencial,85.5,Medio,Bueno
536,Presencial,75.5,Medio,Regular
537,Presencial,85.5,Medio,Regular
538,Presencial,85.5,Medio,Bueno
539,Presencial,75.5,Medio,Regular
540,Presencial,85.5,Medio,Regular
541,Presencial,75.5,Medio,Pobre
542,Presencial,75.5,Medio,Regular
543,Presencial,85.5,Medio,Regular
544,Presencial,55.5,Bajo,Regular
545,Presencial,85.5,Medio,Regular
546,Presencial,75.5,Medio,Regular
547,Presencial,75.5,Medio,Regular
548,Presencial,95.5,Alto,Regular
549,Presencial,95.5,Alto,Bueno
550,Presencial,45.5,Bajo,Regular
551,Presencial,85.5,Medio,Regular
552,Presencial,65.5,Bajo,Bueno
553,Presencial,85.5,Medio,Bueno
554,Presencial,85.5,Medio,Pobre
555,Presencial,85.5,Medio,Regular
556,Presencial,85.5,Medio,Regular
557,Presencial,95.5,Alto,Bueno
558,Presencial,55.5,Bajo,Regular
559,Presencial,75.5,Medio,Regular
560,Presencial,95.5,Alto,Bueno
561,Presencial,85.5,Medio,Regular
562,Presencial,85.5,Medio,Pobre
563,Presencial,85.5,Medio,Pobre
564,Presencial,75.5,Medio,Regular
565,Presencial,85.5,Medio,Pobre
566,Presencial,45.5,Bajo,Regular
567,Presencial,85.5,Medio,Regular
568,Presencial,85.5,Medio,Pobre
569,Presencial,65.5,Bajo,Regular
570,Presencial,85.5,Medio,Regular
571,Presencial,85.5,Medio,Pobre
572,Presencial,75.5,Medio,Bueno
573,Presencial,85.5,Medio,Pobre
574,Presencial,75.5,Medio,Regular
575,Presencial,85.5,Medio,Pobre
576,Presencial,75.5,Medio,Regular
577,Presencial,85.5,Medio,Regular
578,Presencial,75.5,Medio,Pobre
579,Presencial,85.5,Medio,Pobre
580,Presencial,85.5,Medio,Pobre
581,Presencial,85.5,Medio,Regular
582,Presencial,85.5,Medio,Bueno
583,Presencial,95.5,Alto,Regular
584,Presencial,75.5,Medio,Regular
585,Presencial,75.5,Medio,Regular
586,Presencial,95.5,Alto,Regular
587,Presencial,55.5,Bajo,Pobre
588,Presencial,85.5,Medio,Bueno
589,Presencial,75.5,Medio,Pobre
590,Presencial,85.5,Medio,Regular
591,Presencial,85.5,Medio,Bueno
592,Presencial,75.5,Medio,Bueno
593,Presencial,95.5,Alto,Bueno
594,Presencial,75.5,Medio,Pobre
595,Presencial,85.5,Medio,Regular
596,Presencial,75.5,Medio,Regular
597,Presencial,75.5,Medio,Regular
598,Presencial,75.5,Medio,Regular
599,Presencial,65.5,Bajo,Bueno
600,Presencial,75.5,Medio,Pobre
601,Presencial,75.5,Medio,Bueno
602,Presencial,65.5,Bajo,Bueno
603,Presencial,85.5,Medio,Bueno
604,Presencial,75.5,Medio,Bueno
605,Presencial,75.5,Medio,Bueno
606,Presencial,85.5,Medio,Bueno
607,Presencial,85.5,Medio,Regular
608,Presencial,85.5,Medio,Bueno
609,Presencial,75.5,Medio,Regular
610,Presencial,85.5,Medio,Bueno
611,Presencial,45.5,Bajo,Pobre
612,Presencial,95.5,Alto,Bueno
613,Presencial,55.5,Bajo,Regular
614,Presencial,85.5,Medio,Bueno
615,Presencial,65.5,Bajo,Regular
616,Presencial,85.5,Medio,Bueno
617,Presencial,35.5,Bajo,Pobre
618,Presencial,75.5,Medio,Pobre
619,Presencial,65.5,Bajo,Regular
620,Presencial,65.5,Bajo,Regular
621,Presencial,75.5,Medio,Bueno
622,Presencial,75.5,Medio,Bueno
623,Presencial,65.5,Bajo,Regular
624,Presencial,75.5,Medio,Bueno
625,Presencial,65.5,Bajo,Pobre
626,Presencial,85.5,Medio,Regular
627,Presencial,75.5,Medio,Bueno
628,Presencial,75.5,Medio,Regular
629,Presencial,85.5,Medio,Bueno
630,Presencial,75.5,Medio,Regular
631,Presencial,85.5,Medio,Regular
632,Presencial,95.5,Alto,Regular
633,Presencial,35.5,Bajo,Pobre
634,Presencial,95.5,Alto,Regular
635,Presencial,45.5,Bajo,Regular
636,Presencial,95.5,Alto,Regular
637,Presencial,75.5,Medio,Regular
638,Presencial,65.5,Bajo,Regular
639,Presencial,95.5,Alto,Regular
640,Presencial,75.5,Medio,Regular
641,Presencial,95.5,Alto,Regular
642,Presencial,75.5,Medio,Regular
643,Presencial,85.5,Medio,Regular
644,Presencial,85.5,Medio,Regular
645,Presencial,85.5,Medio,Regular
646,Presencial,65.5,Bajo,Pobre
647,Presencial,85.5,Medio,Bueno
648,Presencial,85.5,Medio,Pobre
649,Presencial,85.5,Medio,Regular
650,Presencial,85.5,Medio,Regular
651,Presencial,85.5,Medio,Regular
652,Presencial,85.5,Medio,Pobre
653,Presencial,95.5,Alto,Regular
654,Presencial,85.5,Medio,Regular
655,Presencial,85.5,Medio,Regular
656,Presencial,85.5,Medio,Pobre
657,Presencial,75.5,Medio,Regular
658,Presencial,75.5,Medio,Regular
659,Presencial,85.5,Medio,Pobre
660,Presencial,95.5,Alto,Regular
661,Presencial,85.5,Medio,Pobre
662,Presencial,75.5,Medio,Bueno
663,Presencial,75.5,Medio,Pobre
664,Presencial,85.5,Medio,Regular
665,Presencial,75.5,Medio,Bueno
666,Presencial,95.5,Alto,Bueno
667,Presencial,85.5,MEdio,Regular
668,Presencial,85.5,MEdio,Regular
669,Presencial,75.5,Medio,Bueno
670,Presencial,75.5,Medio,Bueno
671,Presencial,85.5,Medio,Regular
672,Presencial,85.5,Medio,Regular
673,Presencial,75.5,Medio,Regular
674,Presencial,75.5,Medio,Regular
675,Presencial,95.5,Alto,Regular
676,Presencial,85.5,Medio,Pobre
677,Presencial,75.5,Medio,Regular
678,Presencial,85.5,Medio,Regular
679,Presencial,85.5,Medio,Regular
680,Presencial,85.5,Medio,Bueno
681,Presencial,95.5,Alto,Pobre
682,Presencial,65.5,Bajo,Regular
683,Presencial,85.5,Medio,Bueno
684,Presencial,95.5,Alto,Regular
685,Presencial,95.5,Alto,Bueno
686,Presencial,95.5,Alto,Regular
687,Presencial,85.5,Medio,Regular
688,Presencial,75.5,Medio,Bueno
689,Presencial,85.5,Medio,Regular
690,Presencial,85.5,Medio,Regular
691,Presencial,85.5,Medio,Regular
692,Presencial,95.5,Alto,Regular
693,Presencial,55.5,Bajo,Regular
694,Presencial,85.5,Medio,Regular
695,Presencial,85.5,Medio,Regular
696,Presencial,75.5,Medio,Bueno
697,Presencial,85.5,Medio,Regular
698,Presencial,95.5,Alto,Regular
699,Presencial,65.5,Bajo,Bueno
700,Presencial,85.5,Medio,Regular
701,Presencial,75.5,Medio,Bueno
702,Presencial,75.5,Medio,Regular
703,Presencial,85.5,Medio,Pobre
704,Presencial,75.5,Medio,Regular
705,Presencial,85.5,Medio,Regular
706,Presencial,85.5,Medio,Pobre
707,Presencial,95.5,Alto,Pobre
